pinky,ring,middle,index,thumb,gesture
745,721,1477,1185,1201,"peace"
739,705,1447,1188,1189,"peace"
630,645,1161,1112,1208,"peace"
576,603,1143,998,1325,"peace"
592,609,1328,1055,1168,"peace"
608,576,1363,1095,1156,"peace"
601,576,1351,1137,1134,"peace"
612,571,1328,1168,1111,"peace"
591,565,1309,1196,1107,"peace"
592,564,1318,1211,1122,"peace"
581,578,1321,1221,1099,"peace"
601,606,1334,1213,1098,"peace"
593,575,1359,1218,1104,"peace"
604,566,1355,1214,1103,"peace"
603,564,1373,1217,1097,"peace"
602,560,1375,1200,1098,"peace"
602,568,1375,1229,1103,"peace"
606,578,1424,1201,1123,"peace"
639,617,1422,1174,1125,"peace"
638,619,1365,1171,1174,"peace"
640,634,1307,1129,1211,"peace"
656,647,1252,1107,1227,"peace"
667,656,1235,1094,1232,"peace"
665,659,1201,1079,1232,"peace"
674,655,1193,1065,1226,"peace"
671,645,1219,1070,1213,"peace"
638,624,1231,1035,1189,"peace"
641,628,1259,1043,1107,"peace"
623,605,1296,1069,1088,"peace"
622,572,1301,1078,1079,"peace"
612,531,1319,1057,1085,"peace"
624,591,1328,1075,1104,"peace"
622,583,1331,1075,1111,"peace"
631,575,1328,1077,1123,"peace"
623,617,1328,1088,1119,"peace"
647,628,1284,1056,1135,"peace"
659,656,1266,1042,1180,"peace"
673,670,1270,1047,1195,"peace"
702,690,1269,1042,1205,"peace"
708,701,1291,1037,1248,"peace"
731,704,1255,1013,1279,"peace"
679,688,1247,1007,1239,"peace"
666,656,1264,1040,1088,"peace"
627,604,1392,1085,1010,"peace"
661,606,1408,1156,1013,"peace"
626,608,1379,1201,1013,"peace"
625,610,1377,1264,1015,"peace"
639,630,1346,1280,1017,"peace"
648,582,1367,1285,1022,"peace"
641,624,1383,1209,1035,"peace"
613,631,1394,1216,1022,"peace"
640,653,1392,1217,1030,"peace"
627,646,1391,1209,1034,"peace"
639,643,1367,1206,1051,"peace"
656,646,1370,1244,1059,"peace"
658,647,1370,1247,1062,"peace"
656,647,1385,1260,1067,"peace"
667,649,1366,1266,1071,"peace"
670,653,1374,1269,1068,"peace"
678,656,1385,1268,1058,"peace"
688,663,1488,1279,1117,"peace"
702,660,1313,1136,1136,"peace"
689,654,1234,1073,1131,"peace"
705,674,1202,1036,1138,"peace"
711,668,1221,1051,1137,"peace"
713,671,1216,1051,1136,"peace"
720,695,1223,1055,1145,"peace"
714,680,1232,1044,1152,"peace"
710,703,1232,1058,1155,"peace"
714,667,1322,1079,1153,"peace"
704,683,1462,1125,1133,"peace"
706,658,1443,1148,1156,"peace"
704,667,1465,1174,1170,"peace"
698,669,1426,1232,1161,"peace"
701,652,1409,1264,1182,"peace"
682,658,1431,1299,1191,"peace"
656,654,1419,1311,1221,"peace"
656,669,1446,1325,1244,"peace"
615,631,1429,1327,1237,"peace"
594,620,1387,1316,1200,"peace"
592,658,1357,1308,1191,"peace"
600,651,1329,1315,1200,"peace"
608,635,1331,1347,1232,"peace"
616,631,1365,1354,1221,"peace"
618,621,1357,1350,1221,"peace"
597,656,1360,1354,1215,"peace"
623,642,1380,1354,1227,"peace"
624,635,1399,1365,1227,"peace"
655,641,1420,1378,1243,"peace"
633,653,1428,1383,1254,"peace"
646,645,1425,1351,1261,"peace"
635,653,1415,1390,1254,"peace"
679,688,1426,1387,1254,"peace"
640,647,1424,1382,1291,"peace"
590,688,601,1108,1037,"point"
637,672,593,1091,1114,"point"
653,682,614,1047,1216,"point"
686,718,630,1050,1247,"point"
691,735,652,1058,1264,"point"
667,720,640,1069,1246,"point"
629,683,624,1088,1135,"point"
592,656,603,1128,1061,"point"
583,633,592,1145,1035,"point"
576,627,593,1155,1040,"point"
544,621,595,1161,1022,"point"
576,637,601,1138,1053,"point"
600,656,587,1115,1119,"point"
625,674,596,1146,1217,"point"
656,720,624,1185,1294,"point"
704,749,645,1199,1317,"point"
719,753,656,1199,1316,"point"
688,743,650,1195,1286,"point"
612,694,629,1197,1202,"point"
599,661,607,1218,1133,"point"
582,663,603,1263,1104,"point"
577,634,592,1264,1085,"point"
575,643,587,1248,1086,"point"
580,637,594,1264,1078,"point"
624,634,604,1264,1099,"point"
568,661,605,1255,1147,"point"
632,690,599,1258,1221,"point"
667,719,641,1238,1260,"point"
670,723,649,1232,1267,"point"
675,723,650,1227,1267,"point"
656,715,643,1233,1232,"point"
646,706,623,1200,1170,"point"
656,699,624,1196,1136,"point"
579,681,611,1250,1111,"point"
577,670,612,1269,1113,"point"
592,665,607,1280,1112,"point"
630,658,613,1274,1114,"point"
609,671,618,1280,1115,"point"
624,684,607,1296,1207,"point"
678,748,656,1357,1307,"point"
718,788,702,1373,1330,"point"
746,802,727,1392,1331,"point"
704,782,700,1344,1333,"point"
666,757,683,1317,1328,"point"
625,706,634,1292,1325,"point"
610,686,605,1291,1227,"point"
602,667,584,1306,1211,"point"
597,656,576,1307,1213,"point"
605,646,568,1315,1207,"point"
593,634,575,1323,1201,"point"
599,630,582,1317,1216,"point"
617,643,586,1318,1200,"point"
631,674,593,1307,1263,"point"
683,735,637,1298,1303,"point"
720,770,672,1280,1308,"point"
720,778,682,1247,1309,"point"
714,765,680,1218,1302,"point"
711,763,698,1182,1306,"point"
711,768,688,1129,1309,"point"
689,743,659,1142,1314,"point"
617,698,627,1216,1167,"point"
563,643,587,1249,1072,"point"
561,638,578,1241,1044,"point"
569,639,582,1245,1040,"point"
580,643,590,1254,1072,"point"
578,655,587,1255,1105,"point"
613,670,593,1261,1165,"point"
649,706,627,1280,1264,"point"
690,761,674,1264,1328,"point"
721,763,699,1264,1369,"point"
623,683,626,1169,1423,"point"
591,654,625,1103,1392,"point"
558,645,595,1125,1211,"point"
574,634,593,1151,1184,"point"
571,630,603,1165,1231,"point"
589,634,609,1167,1232,"point"
592,631,614,1167,1228,"point"
592,677,615,1137,1231,"point"
601,644,621,1139,1251,"point"
617,666,615,1161,1293,"point"
629,659,615,1171,1306,"point"
627,689,624,1168,1295,"point"
641,690,635,1185,1265,"point"
634,688,624,1203,1230,"point"
624,676,610,1209,1166,"point"
624,667,603,1203,1122,"point"
630,685,593,1195,1130,"point"
634,687,591,1198,1135,"point"
638,695,587,1219,1137,"point"
640,691,595,1202,1119,"point"
640,690,603,1200,1132,"point"
650,666,608,1200,1168,"point"
677,713,627,1182,1241,"point"
702,742,658,1180,1268,"point"
710,743,656,1177,1286,"point"
715,751,671,1159,1280,"point"
698,737,644,1187,1254,"point"
643,701,653,1184,1158,"point"
624,671,603,1254,1077,"point"
592,652,598,1278,1060,"point"
596,650,594,1280,1054,"point"
599,642,624,1273,1068,"point"
607,644,614,1280,1076,"point"
611,657,606,1250,1109,"point"
651,688,613,1193,1189,"point"
685,724,653,1168,1237,"point"
688,759,657,1179,1249,"point"
691,741,659,1206,1254,"point"
678,723,643,1191,1245,"point"
630,705,647,1200,1214,"point"
608,674,632,1208,1147,"point"
617,676,626,1189,1133,"point"
627,680,647,1187,1129,"point"
622,671,639,1239,1072,"point"
606,666,646,1246,1001,"point"
591,669,661,1268,979,"point"
586,665,672,1283,975,"point"
594,638,665,1281,985,"point"
594,665,624,1254,1031,"point"
622,671,619,1255,1128,"point"
698,763,698,1324,1243,"point"
763,825,798,1345,1365,"point"
754,821,759,1291,1353,"point"
705,802,699,1248,1335,"point"
659,706,677,1232,1296,"point"
640,699,657,1232,1281,"point"
594,688,631,1184,1235,"point"
580,625,610,1168,1152,"point"
561,629,592,1198,1106,"point"
560,639,624,1232,1061,"point"
563,644,635,1242,1042,"point"
584,663,642,1238,1072,"point"
574,645,627,1233,1113,"point"
611,663,608,1269,1209,"point"
646,697,640,1347,1275,"point"
688,706,643,1378,1271,"point"
656,716,640,1370,1232,"point"
654,713,657,1386,1208,"point"
650,716,640,1393,1190,"point"
669,706,624,1394,1088,"point"
603,674,589,1364,1046,"point"
577,653,597,1333,1007,"point"
576,674,612,1341,996,"point"
562,666,608,1329,1009,"point"
599,678,611,1352,1030,"point"
614,670,613,1360,1050,"point"
656,687,608,1303,1092,"point"
638,712,624,1200,1232,"point"
659,720,640,1193,1254,"point"
665,720,629,1171,1249,"point"
688,720,638,1153,1231,"point"
646,704,624,1179,1132,"point"
593,656,605,1250,986,"point"
592,664,618,1275,957,"point"
592,673,638,1283,947,"point"
592,683,650,1278,960,"point"
611,668,635,1264,996,"point"
642,694,619,1280,1089,"point"
646,704,635,1286,1205,"point"
656,715,642,1254,1247,"point"
688,723,643,1240,1253,"point"
675,721,646,1235,1264,"point"
669,721,645,1232,1255,"point"
645,717,633,1242,1129,"point"
618,695,624,1278,1061,"point"
603,670,640,1296,999,"point"
606,672,639,1289,987,"point"
609,687,668,1292,995,"point"
630,675,654,1285,1031,"point"
635,679,607,1289,1104,"point"
647,705,610,1298,1231,"point"
655,735,643,1274,1288,"point"
694,746,667,1250,1301,"point"
698,752,656,1232,1340,"point"
690,761,669,1221,1296,"point"
656,731,642,1226,1268,"point"
653,702,631,1193,1211,"point"
628,674,619,1168,1098,"point"
617,673,636,1167,1062,"point"
624,658,641,1168,1055,"point"
622,678,647,1183,1071,"point"
625,666,623,1151,1100,"point"
629,653,613,1121,1162,"point"
653,691,630,1109,1334,"point"
711,746,687,1073,1344,"point"
735,764,688,1041,1389,"point"
661,700,646,1019,1376,"point"
616,673,626,1036,1273,"point"
605,656,593,1007,1153,"point"
601,648,602,998,1081,"point"
632,654,609,1009,1061,"point"
602,658,618,1013,1067,"point"
601,659,627,1002,1073,"point"
617,630,610,990,1103,"point"
629,656,597,1086,1154,"point"
643,689,619,1127,1276,"point"
657,703,604,1136,1293,"point"
647,727,629,1139,1297,"point"
670,720,637,1140,1300,"point"
669,738,627,1123,1301,"point"
675,729,646,1116,1303,"point"
687,704,639,1107,1193,"point"
635,673,608,1099,1090,"point"
604,658,624,1094,1052,"point"
609,656,621,1092,1062,"point"
613,659,614,1088,1074,"point"
607,650,585,1058,1091,"point"
614,651,592,1039,1111,"point"
624,665,594,994,1093,"point"
654,681,613,944,1160,"point"
670,709,640,992,1283,"point"
679,724,656,1008,1334,"point"
674,720,657,1019,1344,"point"
686,720,642,1031,1261,"point"
694,726,656,1017,1284,"point"
674,721,658,1017,1255,"point"
628,683,609,1104,1150,"point"
626,645,588,1237,1099,"point"
614,643,586,1268,1102,"point"
637,658,597,1270,1090,"point"
622,653,596,1263,1083,"point"
629,659,623,1271,1092,"point"
643,684,623,1264,1171,"point"
669,733,666,1270,1282,"point"
708,747,689,1232,1289,"point"
704,751,704,1198,1284,"point"
704,759,688,1184,1278,"point"
636,719,656,1145,1264,"point"
624,677,623,1136,1203,"point"
599,654,618,1137,1136,"point"
592,645,615,1169,1111,"point"
598,655,625,1180,1125,"point"
613,658,624,1175,1123,"point"
610,662,623,1152,1145,"point"
601,663,624,1152,1183,"point"
641,675,650,1122,1198,"point"
640,687,635,1124,1230,"point"
640,711,636,1108,1232,"point"
679,719,652,1086,1215,"point"
683,719,670,1043,1237,"point"
672,710,664,1011,1238,"point"
687,660,642,997,1159,"point"
622,658,603,998,989,"point"
615,659,609,1019,1009,"point"
618,667,619,1031,1019,"point"
624,670,625,1001,1038,"point"
625,667,618,977,1041,"point"
626,669,629,941,1077,"point"
652,682,624,926,1163,"point"
645,688,633,960,1232,"point"
674,696,655,925,1275,"point"
682,701,654,914,1287,"point"
663,707,653,906,1275,"point"
683,695,651,929,1227,"point"
651,682,621,1023,1110,"point"
642,675,617,1104,1039,"point"
645,688,619,1125,1005,"point"
650,690,624,1143,1001,"point"
653,697,621,1145,994,"point"
637,688,627,1157,1004,"point"
644,704,632,1178,1009,"point"
682,704,624,1145,1093,"point"
683,714,637,1072,1252,"point"
688,745,645,1041,1309,"point"
699,737,656,1061,1310,"point"
691,727,639,1072,1296,"point"
677,731,645,1065,1264,"point"
656,706,645,1093,1190,"point"
643,694,640,1143,1098,"point"
638,701,707,1175,1058,"point"
628,695,670,1175,1070,"point"
643,708,669,1198,1062,"point"
658,695,656,1161,1119,"point"
656,685,630,1145,1154,"point"
686,703,637,1138,1239,"point"
703,731,656,1148,1291,"point"
716,757,670,1140,1293,"point"
720,765,679,1135,1280,"point"
721,741,668,1119,1285,"point"
663,709,655,1136,1197,"point"
641,695,635,1152,1074,"point"
624,690,665,1184,1021,"point"
640,699,675,1204,1032,"point"
627,703,675,1206,1062,"point"
641,691,659,1201,1091,"point"
631,705,637,1178,1173,"point"
675,715,645,1174,1255,"point"
699,734,672,1163,1284,"point"
705,749,663,1167,1292,"point"
689,741,662,1157,1269,"point"
659,713,639,1174,1271,"point"
624,671,625,1185,1131,"point"
593,688,631,1232,1088,"point"
612,670,654,1251,1083,"point"
621,678,631,1280,1100,"point"
624,689,640,1291,1104,"point"
630,687,638,1289,1100,"point"
663,687,651,1261,1115,"point"
653,681,634,1128,1146,"point"
693,722,660,1125,1197,"point"
1335,665,656,1328,1483,"rock"
1427,657,660,1338,1470,"rock"
1424,659,656,1335,1472,"rock"
1424,673,656,1333,1456,"rock"
1403,678,653,1329,1456,"rock"
1392,656,656,1303,1431,"rock"
1417,667,663,1315,1453,"rock"
1424,688,659,1341,1455,"rock"
1472,703,661,1313,1456,"rock"
1424,673,663,1346,1456,"rock"
1356,676,688,1296,1447,"rock"
1351,656,666,1285,1451,"rock"
1357,668,670,1293,1456,"rock"
1358,675,673,1326,1451,"rock"
1279,678,688,1302,1466,"rock"
1271,675,656,1300,1469,"rock"
1266,681,654,1296,1469,"rock"
1273,680,661,1305,1470,"rock"
1285,677,656,1305,1475,"rock"
1299,683,656,1313,1473,"rock"
1306,678,646,1317,1492,"rock"
1243,663,607,1340,1499,"rock"
1171,644,594,1329,1506,"rock"
1146,643,584,1309,1497,"rock"
1143,649,581,1296,1504,"rock"
1154,653,555,1277,1506,"rock"
1209,636,558,1264,1495,"rock"
1222,646,565,1282,1488,"rock"
1264,656,574,1274,1503,"rock"
1296,662,576,1275,1505,"rock"
1392,688,592,1279,1509,"rock"
1387,717,597,1292,1511,"rock"
1392,730,601,1319,1523,"rock"
1399,742,608,1369,1523,"rock"
1414,742,597,1395,1498,"rock"
1415,731,589,1405,1483,"rock"
1413,722,592,1409,1507,"rock"
1419,720,592,1419,1505,"rock"
1392,717,587,1408,1523,"rock"
1389,691,582,1424,1511,"rock"
1190,577,571,1326,1471,"rock"
1132,576,573,1218,1456,"rock"
1099,592,592,1187,1439,"rock"
1067,607,624,1182,1449,"rock"
1166,618,607,1188,1446,"rock"
1101,623,605,1196,1439,"rock"
1157,626,608,1200,1470,"rock"
1168,630,607,1195,1454,"rock"
1175,628,607,1106,1451,"rock"
1168,633,608,1104,1457,"rock"
1156,637,605,1102,1455,"rock"
1128,631,609,1123,1458,"rock"
1142,643,609,1167,1434,"rock"
1138,640,610,1195,1393,"rock"
1137,635,613,1238,1360,"rock"
1133,637,602,1303,1311,"rock"
1190,631,601,1355,1328,"rock"
1199,638,601,1375,1339,"rock"
1203,637,608,1377,1347,"rock"
1173,638,605,1374,1347,"rock"
1200,639,599,1398,1319,"rock"
1187,640,603,1367,1232,"rock"
1191,639,592,1378,1239,"rock"
1169,673,608,1383,1271,"rock"
1203,645,607,1379,1302,"rock"
1204,645,619,1375,1319,"rock"
1201,644,611,1375,1330,"rock"
1201,645,610,1380,1337,"rock"
1211,640,609,1387,1339,"rock"
1207,640,592,1378,1344,"rock"
1206,639,611,1381,1347,"rock"
1200,660,610,1375,1350,"rock"
1205,642,615,1361,1455,"rock"
1201,646,620,1361,1490,"rock"
1250,653,624,1436,1517,"rock"
1278,702,624,1453,1531,"rock"
1258,714,633,1453,1556,"rock"
1275,735,655,1458,1574,"rock"
1281,741,651,1459,1564,"rock"
1287,750,651,1479,1552,"rock"
1309,736,635,1456,1531,"rock"
1338,720,619,1456,1531,"rock"
1344,726,615,1458,1527,"rock"
1339,724,623,1456,1526,"rock"
1341,715,619,1456,1521,"rock"
1335,721,615,1472,1521,"rock"
1331,726,616,1456,1524,"rock"
1323,720,614,1463,1520,"rock"
1323,716,620,1472,1517,"rock"
1312,720,621,1446,1508,"rock"
1309,707,610,1455,1502,"rock"
1305,683,598,1466,1507,"rock"
1280,603,563,1433,1475,"rock"
1293,593,577,1345,1446,"rock"
1279,598,601,1298,1458,"rock"
1271,601,615,1298,1431,"rock"
1270,613,613,1310,1429,"rock"
1281,611,614,1311,1408,"rock"
1281,624,609,1315,1446,"rock"
1274,623,637,1319,1434,"rock"
1254,624,628,1325,1435,"rock"
1261,618,612,1315,1443,"rock"
1250,624,598,1321,1421,"rock"
1255,624,624,1328,1349,"rock"
1392,622,612,1344,1291,"rock"
1475,645,618,1372,1299,"rock"
1467,651,594,1362,1328,"rock"
1469,635,607,1392,1342,"rock"
1452,653,602,1386,1357,"rock"
1442,653,607,1401,1354,"rock"
1434,649,599,1407,1358,"rock"
1424,653,606,1407,1356,"rock"
1421,653,606,1403,1362,"rock"
1392,655,616,1403,1357,"rock"
1326,624,611,1403,1410,"rock"
1295,703,623,1423,1449,"rock"
1168,674,603,1394,1463,"rock"
1227,687,606,1406,1467,"rock"
1256,714,609,1399,1471,"rock"
1366,693,610,1395,1472,"rock"
1429,720,596,1399,1472,"rock"
1428,705,592,1405,1469,"rock"
1423,707,597,1408,1472,"rock"
1418,714,596,1409,1461,"rock"
1389,702,621,1407,1471,"rock"
1378,705,594,1409,1472,"rock"
1397,700,589,1398,1474,"rock"
1377,701,593,1434,1487,"rock"
1372,691,604,1409,1470,"rock"
1367,641,590,1429,1471,"rock"
1314,605,593,1277,1445,"rock"
1282,635,610,1259,1426,"rock"
1296,624,633,1261,1434,"rock"
1306,613,633,1264,1438,"rock"
1281,634,622,1280,1440,"rock"
1272,639,601,1289,1444,"rock"
1271,644,624,1289,1451,"rock"
1278,624,624,1293,1456,"rock"
1285,639,635,1293,1450,"rock"
1283,624,624,1291,1451,"rock"
1292,668,622,1291,1445,"rock"
1271,613,622,1306,1453,"rock"
1315,650,622,1311,1439,"rock"
1321,644,623,1316,1438,"rock"
1313,661,629,1322,1441,"rock"
1330,643,624,1337,1446,"rock"
1095,638,611,1344,1446,"rock"
1134,646,605,1362,1461,"rock"
1294,662,603,1363,1475,"rock"
1356,705,610,1354,1481,"rock"
1427,747,634,1390,1478,"rock"
1435,757,634,1391,1482,"rock"
1424,753,635,1397,1488,"rock"
1435,752,631,1395,1488,"rock"
1422,739,628,1415,1485,"rock"
1454,749,626,1443,1479,"rock"
1510,747,640,1457,1459,"rock"
1498,772,642,1473,1473,"rock"
1471,679,634,1472,1477,"rock"
1398,625,589,1469,1465,"rock"
1315,607,576,1441,1467,"rock"
1262,605,576,1379,1445,"rock"
1319,619,590,1377,1450,"rock"
1360,627,602,1407,1453,"rock"
1408,639,605,1369,1438,"rock"
1431,654,600,1346,1417,"rock"
1443,656,602,1345,1393,"rock"
1456,658,601,1378,1393,"rock"
1461,661,586,1395,1407,"rock"
1437,657,603,1408,1403,"rock"
1435,677,601,1412,1405,"rock"
1433,671,605,1418,1412,"rock"
1402,671,592,1419,1414,"rock"
1425,668,601,1435,1419,"rock"
1414,685,598,1420,1406,"rock"
1419,668,610,1426,1424,"rock"
1416,671,607,1424,1419,"rock"
1402,656,608,1424,1424,"rock"
1401,671,611,1459,1424,"rock"
1393,676,623,1413,1426,"rock"
1396,673,608,1417,1426,"rock"
1385,665,615,1402,1427,"rock"
1395,675,599,1416,1429,"rock"
1392,681,610,1417,1433,"rock"
1365,692,609,1412,1431,"rock"
1391,693,609,1409,1397,"rock"
1397,682,640,1422,1296,"rock"
1453,671,586,1437,1298,"rock"
1482,673,604,1450,1332,"rock"
1423,681,593,1439,1355,"rock"
1421,679,581,1446,1339,"rock"
1408,671,621,1445,1364,"rock"
1377,688,608,1443,1521,"rock"
1391,687,618,1446,1519,"rock"
1345,682,617,1435,1507,"rock"
1309,685,617,1421,1520,"rock"
1263,674,624,1377,1520,"rock"
1146,677,589,1332,1488,"rock"
1063,689,640,1328,1430,"rock"
1082,681,640,1337,1424,"rock"
1166,688,645,1348,1442,"rock"
1168,709,634,1343,1447,"rock"
1163,673,640,1336,1447,"rock"
1151,672,639,1335,1455,"rock"
1101,683,640,1360,1473,"rock"
1066,684,662,1355,1475,"rock"
1114,702,623,1367,1482,"rock"
1148,693,610,1375,1491,"rock"
1168,688,596,1371,1491,"rock"
1250,688,605,1369,1484,"rock"
1267,674,593,1375,1478,"rock"
1314,681,593,1366,1482,"rock"
1277,669,590,1370,1488,"rock"
1264,665,591,1382,1478,"rock"
1273,669,590,1370,1478,"rock"
1275,670,593,1386,1477,"rock"
1259,666,602,1383,1482,"rock"
1251,686,595,1390,1474,"rock"
1235,658,594,1374,1483,"rock"
1262,667,593,1389,1479,"rock"
1250,661,593,1386,1472,"rock"
1251,642,595,1387,1472,"rock"
1238,663,591,1392,1482,"rock"
1248,658,610,1392,1475,"rock"
1239,659,598,1387,1475,"rock"
1226,666,596,1389,1475,"rock"
1313,691,630,1382,1474,"rock"
1305,670,631,1296,1449,"rock"
1299,721,657,1270,1430,"rock"
1349,682,663,1285,1424,"rock"
1310,679,656,1296,1435,"rock"
1299,678,656,1297,1441,"rock"
1262,670,657,1292,1448,"rock"
1245,683,656,1306,1438,"rock"
1250,679,656,1296,1444,"rock"
1253,686,656,1300,1451,"rock"
1232,710,662,1306,1450,"rock"
1261,677,666,1297,1434,"rock"
1232,675,656,1305,1441,"rock"
1223,682,653,1306,1456,"rock"
1259,677,656,1296,1461,"rock"
1217,683,657,1324,1459,"rock"
1223,677,658,1309,1463,"rock"
1211,688,657,1311,1467,"rock"
1235,677,656,1313,1469,"rock"
1200,685,654,1312,1463,"rock"
1136,670,642,1309,1471,"rock"
1159,673,638,1322,1473,"rock"
1186,688,650,1336,1488,"rock"
1141,701,651,1328,1493,"rock"
1123,700,641,1325,1499,"rock"
1232,688,622,1334,1509,"rock"
1261,686,631,1325,1486,"rock"
1254,689,619,1325,1506,"rock"
1232,677,629,1325,1493,"rock"
1234,688,626,1322,1490,"rock"
1269,698,647,1339,1501,"rock"
1319,711,653,1348,1502,"rock"
1263,688,624,1295,1483,"rock"
1145,671,637,1250,1463,"rock"
1136,670,639,1239,1458,"rock"
1168,655,639,1250,1455,"rock"
1264,672,644,1257,1455,"rock"
1230,679,614,1261,1457,"rock"
1232,672,647,1260,1459,"rock"
1211,674,650,1259,1465,"rock"
1230,663,656,1261,1457,"rock"
1217,688,642,1227,1456,"rock"
1200,687,645,1263,1461,"rock"
1179,697,649,1261,1458,"rock"
1219,699,646,1266,1461,"rock"
1185,679,651,1264,1457,"rock"
1217,681,622,1274,1447,"rock"
1251,689,649,1296,1434,"rock"
1256,684,635,1327,1402,"rock"
1264,688,654,1350,1413,"rock"
1261,686,635,1367,1389,"rock"
1264,672,636,1360,1347,"rock"
1269,678,634,1371,1328,"rock"
1274,682,642,1364,1343,"rock"
1259,685,638,1361,1346,"rock"
1264,692,639,1390,1358,"rock"
1254,688,659,1365,1360,"rock"
1263,684,639,1366,1360,"rock"
1264,686,634,1371,1360,"rock"
1264,687,637,1361,1363,"rock"
1280,683,642,1370,1369,"rock"
1265,668,645,1381,1367,"rock"
1232,688,637,1354,1378,"rock"
1265,683,626,1370,1374,"rock"
1264,682,638,1371,1378,"rock"
1261,686,640,1375,1385,"rock"
1263,684,629,1366,1383,"rock"
1263,688,647,1370,1387,"rock"
1264,688,619,1373,1385,"rock"
1261,687,637,1386,1387,"rock"
1242,688,640,1373,1391,"rock"
1250,687,639,1375,1390,"rock"
1238,693,649,1375,1389,"rock"
1279,648,637,1361,1382,"rock"
